1
Deck is attached!
stateEstimateZ.x,stateEstimateZ.y,stateEstimateZ.z,controller.pitch,controller.roll,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,
2,-2,45,5.267032623291016,-6.032059669494629,2.0,4.0,299.0,
-1,0,49,5.267032623291016,-6.032059669494629,2.0,4.0,299.0,
-4,-1,53,3.1899051666259766,-3.3164267539978027,2.0,4.0,299.0,
-4,-1,57,3.1899051666259766,-3.3164267539978027,2.0,4.0,299.0,
-2,-1,63,1.4390485286712646,-3.045811653137207,2.0,4.0,299.0,
-2,-1,67,1.4390485286712646,-3.045811653137207,2.0,4.0,299.0,
0,-2,71,1.9849853515625,-1.994089961051941,2.0,4.0,299.0,
0,-2,75,1.9849853515625,-1.994089961051941,2.0,4.0,299.0,
1,-2,83,2.6815664768218994,-1.547602653503418,2.0,4.0,299.0,
0,-2,87,2.6815664768218994,-1.547602653503418,2.0,4.0,299.0,
-1,-1,91,1.8023377656936646,-0.9604339599609375,2.0,4.0,299.0,
-1,0,95,1.8023377656936646,-0.9604339599609375,2.0,4.0,299.0,
-1,0,100,0.3793606162071228,0.8672727942466736,2.0,4.0,299.0,
-1,0,106,0.3793606162071228,0.8672727942466736,2.0,4.0,299.0,
-1,0,110,0.246000736951828,1.1411023139953613,2.0,4.0,299.0,
3,-1,114,0.246000736951828,1.1411023139953613,2.0,4.0,299.0,
4,-1,118,1.8902277946472168,0.7818155884742737,2.0,4.0,299.0,
5,-1,118,1.8902277946472168,0.7818155884742737,2.0,4.0,299.0,
5,-1,122,1.9006214141845703,0.9155260920524597,2.0,4.0,299.0,
5,-1,125,1.9006214141845703,0.9155260920524597,2.0,4.0,299.0,
6,0,128,1.7110414505004883,0.9974586963653564,2.0,4.0,299.0,
6,0,129,1.7110414505004883,0.9974586963653564,2.0,4.0,299.0,
2,-7,132,1.4847708940505981,1.1080923080444336,2.0,4.0,299.0,
3,-7,135,1.4847708940505981,1.1080923080444336,2.0,4.0,299.0,
2,-8,137,-0.373498797416687,-1.4833241701126099,2.0,4.0,299.0,
4,-8,140,-0.373498797416687,-1.4833241701126099,2.0,4.0,299.0,
4,-8,139,-0.1612817794084549,-1.6200059652328491,2.0,4.0,299.0,
5,-8,141,-0.1612817794084549,-1.6200059652328491,2.0,4.0,299.0,
5,-8,143,-0.17126290500164032,-1.6269183158874512,2.0,4.0,299.0,
5,-8,145,-0.17126290500164032,-1.6269183158874512,2.0,4.0,299.0,
5,-8,145,-0.2274879664182663,-1.6446419954299927,2.0,4.0,299.0,
6,-8,146,-0.2274879664182663,-1.6446419954299927,2.0,4.0,299.0,
6,-8,148,-0.23630598187446594,-1.3868194818496704,2.0,4.0,299.0,
6,-8,149,-0.23630598187446594,-1.3868194818496704,2.0,4.0,299.0,
6,-9,150,-0.21745802462100983,-1.3552573919296265,2.0,4.0,299.0,
8,-9,150,-0.21745802462100983,-1.3552573919296265,2.0,4.0,299.0,
8,-9,151,0.17870421707630157,-1.6378910541534424,2.0,4.0,299.0,
8,-10,151,0.17870421707630157,-1.6378910541534424,2.0,4.0,299.0,
9,-9,152,0.04316993057727814,-1.5476763248443604,2.0,4.0,299.0,
9,-9,153,0.04316993057727814,-1.5476763248443604,2.0,4.0,299.0,
10,-9,153,0.5592253804206848,-1.290224552154541,2.0,4.0,299.0,
10,-10,154,0.5592253804206848,-1.290224552154541,2.0,4.0,299.0,
10,-10,154,0.5077145099639893,-1.133272647857666,2.0,4.0,299.0,
10,-10,156,0.5077145099639893,-1.133272647857666,2.0,4.0,299.0,
10,-10,157,0.5950522422790527,-1.055585265159607,2.0,4.0,299.0,
10,-10,157,0.5950522422790527,-1.055585265159607,2.0,4.0,299.0,
11,-10,158,0.22599399089813232,-0.8013706803321838,2.0,4.0,299.0,
12,-10,158,0.22599399089813232,-0.8013706803321838,2.0,4.0,299.0,
12,-10,156,0.8019917011260986,-0.5587977170944214,2.0,4.0,299.0,
13,-10,157,0.8019917011260986,-0.5587977170944214,2.0,4.0,299.0,
13,-10,157,0.960422694683075,-0.4671454429626465,2.0,4.0,299.0,
13,-10,158,0.960422694683075,-0.4671454429626465,2.0,4.0,299.0,
13,-10,159,0.8840557932853699,-0.25177863240242004,2.0,4.0,299.0,
13,-9,159,0.8840557932853699,-0.25177863240242004,2.0,4.0,299.0,
13,-9,160,0.7387776374816895,-0.013340352103114128,2.0,4.0,299.0,
14,-9,161,0.7387776374816895,-0.013340352103114128,2.0,4.0,299.0,
14,-9,161,0.886084258556366,0.12459373474121094,2.0,4.0,299.0,
15,-9,161,0.886084258556366,0.12459373474121094,2.0,4.0,299.0,
15,-9,162,1.0668225288391113,0.1225622221827507,2.0,4.0,299.0,
15,-9,162,1.0668225288391113,0.1225622221827507,2.0,4.0,299.0,
16,-9,163,0.9728231430053711,0.10375963896512985,2.0,4.0,299.0,
16,-9,164,0.9728231430053711,0.10375963896512985,2.0,4.0,299.0,
16,-9,164,0.9181306958198547,0.11276093125343323,2.0,4.0,299.0,
16,-9,165,0.9181306958198547,0.11276093125343323,2.0,4.0,299.0,
16,-9,166,0.8937315940856934,0.17580433189868927,2.0,4.0,299.0,
16,-8,166,0.8937315940856934,0.17580433189868927,2.0,4.0,299.0,
17,-8,168,0.5592731833457947,0.22593531012535095,2.0,4.0,299.0,
17,-8,168,0.5592731833457947,0.22593531012535095,2.0,4.0,299.0,
17,-8,169,0.5468649864196777,0.17449036240577698,2.0,4.0,299.0,
17,-8,170,0.5468649864196777,0.17449036240577698,2.0,4.0,299.0,
17,-8,170,0.4510039985179901,0.30177462100982666,2.0,4.0,299.0,
17,-7,171,0.4510039985179901,0.30177462100982666,2.0,4.0,299.0,
17,-7,172,0.2854859232902527,0.27566540241241455,2.0,4.0,299.0,
18,-9,172,0.2854859232902527,0.27566540241241455,2.0,4.0,299.0,
18,-9,172,0.6017484664916992,-0.3891269564628601,2.0,4.0,299.0,
19,-9,173,0.6017484664916992,-0.3891269564628601,2.0,4.0,299.0,
18,-9,174,0.712253987789154,-0.4711921513080597,2.0,4.0,299.0,
18,-9,174,0.712253987789154,-0.4711921513080597,2.0,4.0,299.0,
19,-9,175,0.3274994194507599,-0.5036265850067139,2.0,4.0,299.0,
18,-9,177,0.3274994194507599,-0.5036265850067139,2.0,4.0,299.0,
19,-9,178,0.11487992107868195,-0.3924536406993866,2.0,4.0,299.0,
18,-9,179,0.11487992107868195,-0.3924536406993866,2.0,4.0,299.0,
18,-9,180,0.06148620694875717,-0.40512704849243164,2.0,4.0,299.0,
18,-8,178,0.06148620694875717,-0.40512704849243164,2.0,4.0,299.0,
18,-8,179,0.004056287929415703,-0.34901463985443115,2.0,4.0,299.0,
18,-8,179,0.004056287929415703,-0.34901463985443115,2.0,4.0,299.0,
18,-9,180,-0.07847143709659576,-0.2797376811504364,2.0,4.0,299.0,
18,-8,179,-0.07847143709659576,-0.2797376811504364,2.0,4.0,299.0,
18,-8,179,-0.23794494569301605,-0.31645622849464417,2.0,4.0,299.0,
19,-8,180,-0.23794494569301605,-0.31645622849464417,2.0,4.0,299.0,
19,-8,180,0.21830298006534576,-0.26283738017082214,2.0,4.0,299.0,
18,-8,181,0.21830298006534576,-0.26283738017082214,2.0,4.0,299.0,
18,-9,180,-0.22709247469902039,-0.20977084338665009,2.0,4.0,299.0,
18,-8,181,-0.22709247469902039,-0.20977084338665009,2.0,4.0,299.0,
17,-8,181,-0.12483753263950348,-0.15600599348545074,2.0,4.0,299.0,
17,-8,181,-0.12483753263950348,-0.15600599348545074,2.0,4.0,299.0,
19,-9,183,-0.45870035886764526,-0.10826275497674942,2.0,4.0,299.0,
17,-6,183,-0.45870035886764526,-0.10826275497674942,2.0,4.0,299.0,
16,-6,184,-0.6373322010040283,0.5745106935501099,2.0,4.0,299.0,
17,-5,184,-0.6373322010040283,0.5745106935501099,2.0,4.0,299.0,
17,-5,184,-0.4645604193210602,0.9231158494949341,2.0,4.0,299.0,
17,-5,185,-0.4645604193210602,0.9231158494949341,2.0,4.0,299.0,
18,-6,185,-0.4833744764328003,0.9684752225875854,2.0,4.0,299.0,
17,-6,186,-0.4833744764328003,0.9684752225875854,2.0,4.0,299.0,
18,-6,186,-0.16060011088848114,0.4979810416698456,2.0,4.0,299.0,
17,-6,187,-0.16060011088848114,0.4979810416698456,2.0,4.0,299.0,
18,-6,187,-0.07617861032485962,0.5046672821044922,2.0,4.0,299.0,
17,-6,188,-0.07617861032485962,0.5046672821044922,2.0,4.0,299.0,
17,-6,188,-0.03159869834780693,0.36322683095932007,2.0,4.0,299.0,
18,-6,190,-0.03159869834780693,0.36322683095932007,2.0,4.0,299.0,
18,-6,191,0.30396178364753723,0.2682710587978363,2.0,4.0,299.0,
18,-6,192,0.30396178364753723,0.2682710587978363,2.0,4.0,299.0,
18,-6,192,0.4264647960662842,0.20654328167438507,2.0,4.0,299.0,
18,-6,193,0.4264647960662842,0.20654328167438507,2.0,4.0,299.0,
18,-5,194,0.44601014256477356,0.1639203429222107,2.0,4.0,299.0,
19,-6,195,0.44601014256477356,0.1639203429222107,2.0,4.0,299.0,
19,-6,196,0.5983425378799438,-0.08078466355800629,2.0,4.0,299.0,
19,-6,196,0.5983425378799438,-0.08078466355800629,2.0,4.0,299.0,
19,-5,196,0.6178036332130432,0.01332725491374731,2.0,4.0,299.0,
19,-5,197,0.6178036332130432,0.01332725491374731,2.0,4.0,299.0,
19,-5,197,0.6473028063774109,-0.021926360204815865,2.0,4.0,299.0,
19,-5,198,0.6473028063774109,-0.021926360204815865,2.0,4.0,299.0,
19,-5,200,0.6161298751831055,-0.05158918723464012,2.0,4.0,299.0,
19,-5,201,0.6161298751831055,-0.05158918723464012,2.0,4.0,299.0,
19,-5,202,0.5678752660751343,-0.07032644003629684,2.0,4.0,299.0,
19,-5,202,0.5678752660751343,-0.07032644003629684,2.0,4.0,299.0,
19,-5,203,0.5060509443283081,-0.08035901933908463,2.0,4.0,299.0,
19,-5,204,0.5060509443283081,-0.08035901933908463,2.0,4.0,299.0,
19,-3,205,0.4359431564807892,-0.0820392444729805,2.0,4.0,299.0,
18,-3,206,0.4359431564807892,-0.0820392444729805,2.0,4.0,299.0,
19,-3,207,0.1445571482181549,0.46769583225250244,2.0,4.0,299.0,
19,-3,207,0.1445571482181549,0.46769583225250244,2.0,4.0,299.0,
19,-3,208,0.12957653403282166,0.4966370165348053,2.0,4.0,299.0,
19,-3,208,0.12957653403282166,0.4966370165348053,2.0,4.0,299.0,
18,-3,209,0.17637252807617188,0.396578848361969,2.0,4.0,299.0,
19,-3,212,0.17637252807617188,0.396578848361969,2.0,4.0,299.0,
19,-3,212,0.17341531813144684,0.49812889099121094,2.0,4.0,299.0,
19,-3,213,0.17341531813144684,0.49812889099121094,2.0,4.0,299.0,
19,-3,214,0.30491018295288086,0.40101301670074463,2.0,4.0,299.0,
19,-3,214,0.30491018295288086,0.40101301670074463,2.0,4.0,299.0,
19,-2,215,0.2593347430229187,0.40020856261253357,2.0,4.0,299.0,
19,-2,216,0.2593347430229187,0.40020856261253357,2.0,4.0,299.0,
19,-2,216,0.20851050317287445,0.476641446352005,2.0,4.0,299.0,
19,-2,217,0.20851050317287445,0.476641446352005,2.0,4.0,299.0,
19,-2,217,0.20930953323841095,0.47237861156463623,2.0,4.0,299.0,
19,-2,218,0.20930953323841095,0.47237861156463623,2.0,4.0,299.0,
19,-2,218,0.16207309067249298,0.4773208498954773,2.0,4.0,299.0,
19,-2,219,0.16207309067249298,0.4773208498954773,2.0,4.0,299.0,
19,-1,219,0.08766516298055649,0.465027779340744,2.0,4.0,299.0,
19,-1,219,0.08766516298055649,0.465027779340744,2.0,4.0,299.0,
19,-1,220,0.05026650428771973,0.483574241399765,2.0,4.0,299.0,
19,-1,220,0.05026650428771973,0.483574241399765,2.0,4.0,299.0,
18,-1,220,0.00560906482860446,0.46610113978385925,2.0,4.0,299.0,
18,-1,220,0.00560906482860446,0.46610113978385925,2.0,4.0,299.0,
18,-1,220,-0.04935654625296593,0.4010787308216095,2.0,4.0,299.0,
18,-1,221,-0.04935654625296593,0.4010787308216095,2.0,4.0,299.0,
18,-1,221,-0.08683721721172333,0.38621681928634644,2.0,4.0,299.0,
18,-1,221,-0.08683721721172333,0.38621681928634644,2.0,4.0,299.0,
18,-1,221,-0.11976918578147888,0.3712552785873413,2.0,4.0,299.0,
18,-1,221,-0.11976918578147888,0.3712552785873413,2.0,4.0,299.0,
18,0,221,-0.1485545039176941,0.3558378517627716,2.0,4.0,299.0,
19,-1,221,-0.1485545039176941,0.3558378517627716,2.0,4.0,299.0,
19,0,221,0.21487867832183838,0.23739418387413025,2.0,4.0,299.0,
19,0,221,0.21487867832183838,0.23739418387413025,2.0,4.0,299.0,
19,0,221,0.20950862765312195,0.2178577035665512,2.0,4.0,299.0,
18,0,221,0.20950862765312195,0.2178577035665512,2.0,4.0,299.0,
18,0,220,0.03253761678934097,0.25297316908836365,2.0,4.0,299.0,
18,0,220,0.03253761678934097,0.25297316908836365,2.0,4.0,299.0,
18,0,220,0.07443703711032867,0.3283371329307556,2.0,4.0,299.0,
18,0,220,0.07443703711032867,0.3283371329307556,2.0,4.0,299.0,
18,0,220,0.053037017583847046,0.3351782560348511,2.0,4.0,299.0,
18,0,220,0.053037017583847046,0.3351782560348511,2.0,4.0,299.0,
18,0,220,0.024368084967136383,0.34671691060066223,2.0,4.0,299.0,
18,0,220,0.024368084967136383,0.34671691060066223,2.0,4.0,299.0,
18,0,220,0.013247190043330193,0.39913564920425415,2.0,4.0,299.0,
17,0,220,0.013247190043330193,0.39913564920425415,2.0,4.0,299.0,
18,0,220,-0.03968187794089317,0.3992650806903839,2.0,4.0,299.0,
17,0,220,-0.03968187794089317,0.3992650806903839,2.0,4.0,299.0,
17,0,219,-0.0003134773578494787,0.45069071650505066,2.0,4.0,299.0,
17,0,219,-0.0003134773578494787,0.45069071650505066,2.0,4.0,299.0,
17,0,219,0.06936869025230408,0.5112094879150391,2.0,4.0,299.0,
17,1,218,0.06936869025230408,0.5112094879150391,2.0,4.0,299.0,
17,1,218,0.07118459045886993,0.5123305320739746,2.0,4.0,299.0,
17,1,218,0.07118459045886993,0.5123305320739746,2.0,4.0,299.0,
17,1,219,0.06467065960168839,0.5397657752037048,2.0,4.0,299.0,
17,1,219,0.06467065960168839,0.5397657752037048,2.0,4.0,299.0,
17,1,219,0.06931909918785095,0.5799946188926697,2.0,4.0,299.0,
17,1,219,0.06931909918785095,0.5799946188926697,2.0,4.0,299.0,
17,2,220,0.06866393983364105,0.6538940072059631,2.0,4.0,299.0,
17,2,220,0.06866393983364105,0.6538940072059631,2.0,4.0,299.0,
17,2,220,0.06434886157512665,0.6415172815322876,2.0,4.0,299.0,
17,2,220,0.06434886157512665,0.6415172815322876,2.0,4.0,299.0,
17,2,220,0.22409236431121826,0.7501133680343628,2.0,4.0,299.0,
17,3,221,0.22409236431121826,0.7501133680343628,2.0,4.0,299.0,
17,3,221,0.25063544511795044,0.7609103918075562,2.0,4.0,299.0,
17,3,221,0.25063544511795044,0.7609103918075562,2.0,4.0,299.0,
17,3,221,0.24331150949001312,0.7446576952934265,2.0,4.0,299.0,
17,3,221,0.24331150949001312,0.7446576952934265,2.0,4.0,299.0,
17,3,221,0.246153324842453,0.7058064937591553,2.0,4.0,299.0,
17,3,222,0.246153324842453,0.7058064937591553,2.0,4.0,299.0,
17,3,222,0.21312037110328674,0.6556602120399475,2.0,4.0,299.0,
17,3,223,0.21312037110328674,0.6556602120399475,2.0,4.0,299.0,
16,4,223,0.20779865980148315,0.5963094234466553,2.0,4.0,299.0,
16,4,224,0.20779865980148315,0.5963094234466553,2.0,4.0,299.0,
16,4,224,-0.008407223969697952,0.60191810131073,2.0,4.0,299.0,
16,4,224,-0.008407223969697952,0.60191810131073,2.0,4.0,299.0,
16,4,225,0.003265187842771411,0.6094768643379211,2.0,4.0,299.0,
16,4,225,0.003265187842771411,0.6094768643379211,2.0,4.0,299.0,
16,5,226,-0.012304576113820076,0.5423117876052856,2.0,4.0,299.0,
16,5,226,-0.012304576113820076,0.5423117876052856,2.0,4.0,299.0,
16,5,226,0.09362509846687317,0.6180385947227478,2.0,4.0,299.0,
16,6,226,0.09362509846687317,0.6180385947227478,2.0,4.0,299.0,
16,6,226,0.2608603239059448,0.6903748512268066,2.0,4.0,299.0,
16,6,226,0.2608603239059448,0.6903748512268066,2.0,4.0,299.0,
